syw,zip
7081094958595829,61201 
7081060215265159,61115 
7081287286426853,61115 
7081316727149376,61114 
7081290460664455,61111 
7081090710336478,61111 
7081245905367809,61109 
7081077546911061,61109 
7081022695675893,61109 
7081170418926547,61109 
7081127506043452,61108 
7081060255029234,61108 
7081097523849332,61108 
7081097520468755,61108 
7081107580821551,61108 
7081155795824498,61108 
7081107622848802,61108 
7081097558803527,61108 
7081167526033034,61108 
7081087590950089,61108 
7081087607990961,61108 
7081087609595925,61108 
7081087608152520,61108 
7081097523147778,61108 
7081107627328974,61108 
7081107579255092,61108 
7081167520988233,61108 
7081126589132380,61107 
7081170441876115,61107 
7081115473085267,61107 
7081097541818863,61107 
7081265316627005,61107 
7081146176241857,61107 
7081227079941080,61107 
7081157602354461,61107 
7081054031659919,61104 
7081183752584319,61104 
7081313920417239,61104 
7081092720570633,61103 
7081092720591928,61103 
7081053601334754,61103 
7081155796041985,61103 
7081256176757677,61103 
7081306677790758,61102 
7081155796143872,61102 
7081127507603569,61102 
7081060220110648,61101 
7081136569021123,61101 
7081044458305435,61101 
7081122290119626,61088 
7081180270612150,61084 
7081022802318254,61081 
7081127556895843,61081 
7081047574007827,61080 
7081022755431518,61078 
7081255878595211,61073 
7081014542649502,61073 
7081060230389117,61072 
7081104929458328,61068 
7081010772232605,61068 
7081092717069805,61008 
7081050876717713,61008 
7081047565663935,61008 
7081117622827680,61008 
7081107622514172,61008 
7081120927571490,61008 
7081070666896071,61008 
7081093458857218,61008 
7081091100509922,60970 
7081326913718918,60966 
7081224237398279,60964 
7081061032915430,60964 
7081122116287615,60964 
7081023893321611,60959 
7081167551439791,60958 
7081013487262867,60957 
7081122157313080,60954 
7081043136006977,60954 
7081061029051298,60950 
7081135196387196,60950 
7081122195425219,60950 
7081043141027398,60950 
7081023896076246,60950 
7081061029993424,60941 
7081061029114500,60940 
7081135195245619,60919 
7081147596697298,60919 
7081103866337701,60915 
7081090969139466,60915 
7081127520563683,60915 
7081227165109568,60915 
7081061019710325,60915 
7081163897281724,60915 
7081127552161000,60915 
7081316612325438,60915 
7081011407577513,60915 
7081087531527459,60915 
7081062358705561,60915 
7081227216203162,60915 
7081143242828247,60914 
7081177554422439,60914 
7081135194376829,60914 
7081227197220532,60914 
7081156289172881,60914 
7081265584232256,60914 
7081077601266880,60914 
7081061029532958,60914 
7081031873062113,60914 
7081193557959137,60914 
7081025890866449,60914 
7081153250807058,60914 
7081157457116296,60914 
7081245430688216,60914 
7081061028184553,60914 
7081124223699120,60914 
7081107559820683,60913 
7081126649924735,60911 
7081043874794610,60910 
7081156637473304,60901 
7081091024984102,60901 
7081091088199233,60901 
7081087541776286,60901 
7081136188370059,60901 
7081126665765525,60901 
7081070276210648,60901 
7081313833847597,60901 
7081061028338811,60901 
7081103886120806,60901 
7081253770810705,60901 
7081077558889155,60901 
7081087594137121,60901 
7081157565476616,60901 
7081025777959846,60901 
7081117582013461,60901 
7081061033250357,60901 
7081037624745625,60827 
7081167587408349,60805 
7081167587412051,60805 
7081177553410393,60805 
7081013279497267,60805 
7081177556226564,60804 
7081313308160393,60804 
7081094162335848,60804 
7081034701984219,60804 
7081034703857314,60804 
7081073440333965,60804 
7081314337276960,60804 
7081237333918626,60804 
7081243437551198,60804 
7081167564150864,60804 
7081030351243641,60714 
7081213516622772,60714 
7081077618522523,60714 
7081170913785794,60714 
7081095077031786,60714 
7081077624683194,60714 
7081316086893812,60714 
7081057587581262,60714 
7081067527574889,60714 
7081147589467832,60714 
7081236338167296,60714 
7081177556035114,60707 
7081012368592475,60707 
7081237204532415,60707 
7081236732320715,60707 
7081120557830398,60707 
7081315427727499,60707 
7081057521095528,60706 
7081044694391751,60706 
7081306913126809,60706 
7081127528022302,60706 
7081177586385877,60679 
7081272197069166,60678 
7081271516722760,60675 
7081107589342336,60667 
7081087555575764,60667 
7081107634131296,60667 
7081107591718531,60665 
7081147554968475,60661 
7081017555070250,60661 
7081133292908031,60661 
7081127511040659,60661 
7081077603382537,60661 
7081056974521576,60661 
7081077560987500,60660 
7081050056123971,60660 
7081087566205955,60660 
7081027528082001,60659 
7081173388644777,60659 
7081157440920564,60659 
7081113697289104,60659 
7081177550453479,60659 
7081255467071806,60659 
7081027529381972,60657 
7081057546123024,60657 
7081065058115759,60657 
7081137579452472,60657 
7081017524798932,60657 
7081326119597223,60657 
7081245758232308,60657 
7081047591602022,60657 
7081123455761277,60657 
7081072011166119,60657 
7081257301154467,60657 
7081085475370183,60657 
7081127583255185,60657 
7081167510112760,60657 
7081205201507078,60657 
7081067587488707,60657 
7081076130564021,60657 
7081017508900850,60656 
7081083310718096,60656 
7081326122545649,60656 
7081254209455195,60656 
7081316477063314,60656 
7081284188859521,60656 
7081307351829235,60656 
7081256499222524,60655 
7081177553327738,60655 
7081177552332374,60655 
7081177555832891,60655 
7081087560811717,60655 
7081107592189419,60655 
7081077618888015,60655 
7081255945106430,60654 
7081100258501373,60654 
7081087590292805,60654 
7081077594566023,60654 
7081177583447951,60653 
7081127550385320,60653 
7081107558788386,60653 
7081253911522763,60652 
7081063901057542,60651 
7081134446425765,60651 
7081100872963579,60651 
7081120767033908,60651 
7081135904343895,60647 
7081053390183966,60647 
7081013869553776,60647 
7081137548400206,60647 
7081027520648155,60647 
7081067555469689,60647 
7081317399627095,60647 
7081027542929088,60647 
7081017507023415,60646 
7081020182398821,60646 
7081127513223402,60646 
7081156545935113,60646 
7081157606392111,60646 
7081127533985196,60645 
7081070720302025,60645 
7081057546320992,60645 
7081117578058520,60645 
7081087554645550,60645 
7081107590951414,60645 
7081087534792688,60645 
7081047568591257,60645 
7081077573373888,60645 
7081077602983194,60645 
7081294487623841,60645 
7081107634481238,60645 
7081132302073943,60645 
7081157607452849,60645 
7081137599987465,60645 
7081077619410660,60644 
7081256338433704,60644 
7081074024856702,60644 
7081107591450002,60644 
7081157611844874,60643 
7081077603009189,60643 
7081037624300389,60643 
7081073401006998,60642 
7081261267695133,60642 
7081116737549221,60642 
7081087540755372,60642 
7081145647941475,60642 
7081086114323104,60642 
7081087607164328,60641 
7081087606367716,60641 
7081077597191944,60641 
7081207152146450,60641 
7081143498290175,60641 
7081167566444976,60641 
7081087604428015,60641 
7081087605171192,60641 
7081050160798494,60641 
7081014907788390,60641 
7081125827799398,60641 
7081197506837500,60641 
7081315534863377,60641 
7081057514254660,60641 
7081167542449966,60641 
7081097509650258,60641 
7081087605990591,60641 
7081087533924811,60641 
7081057574344153,60641 
7081087605659782,60641 
7081067589693932,60641 
7081313372081095,60640 
7081087604505259,60640 
7081302373094777,60640 
7081053835949047,60640 
7081203945686423,60640 
7081087603501119,60640 
7081304148003919,60640 
7081020178392531,60640 
7081236431089322,60639 
7081322523623812,60639 
7081136757202808,60639 
7081030753949084,60639 
7081060288126916,60639 
7081027496475153,60639 
7081067548107206,60639 
7081053484900796,60638 
7081226615742440,60638 
7081291115544373,60638 
7081107584540447,60637 
7081265483982472,60637 
7081070550762082,60636 
7081012745084014,60636 
7081153946821695,60636 
7081193567724026,60636 
7081137578275668,60634 
7081240578420894,60634 
7081094117944488,60634 
7081291217502642,60634 
7081093377952561,60634 
7081135703039587,60634 
7081061996047097,60634 
7081090889299564,60634 
7081042054301956,60634 
7081071903311841,60632 
7081012242957506,60632 
7081100999836203,60632 
7081104939292444,60632 
7081307443357716,60632 
7081325463201101,60631 
7081047624151419,60631 
7081027530618636,60631 
7081246449267422,60630 
7081043530007423,60630 
7081044786796578,60630 
7081202531353653,60630 
7081255399020889,60630 
7081043605346375,60630 
7081043451159641,60630 
7081122468849939,60630 
7081042058878074,60630 
7081042059075100,60630 
7081180140167245,60630 
7081157440811748,60630 
7081224160938968,60630 
7081093359178623,60630 
7081010268024052,60630 
7081315268322632,60630 
7081093370609952,60630 
7081157204115088,60630 
7081155333556610,60630 
7081103389270090,60630 
7081255957977140,60630 
7081067554677209,60629 
7081120771275065,60629 
7081167510439213,60629 
7081157597766083,60629 
7081157554327804,60629 
7081047633030422,60628 
7081087604616536,60628 
7081286992898611,60626 
7081177611642128,60626 
7081097503454491,60625 
7081037625882591,60625 
7081167552789921,60625 
7081226484151046,60625 
7081177552664149,60625 
7081187564281345,60625 
7081167551331402,60625 
7081177555587339,60625 
7081177554811458,60625 
7081177554685688,60625 
7081187559123171,60625 
7081187561935919,60625 
7081167587473194,60625 
7081177635292942,60625 
7081167555280795,60625 
7081177564042029,60625 
7081187562223885,60625 
7081187563440355,60625 
7081187561639545,60625 
7081177633348761,60625 
7081177635385670,60625 
7081177633595551,60625 
7081177552935325,60625 
7081177632923176,60625 
7081167553805429,60625 
7081177633671121,60625 
7081177630249962,60625 
7081187557390004,60625 
7081177552804802,60625 
7081187561788292,60625 
7081167552798740,60625 
7081187608864858,60625 
7081177633690808,60625 
7081187559113644,60625 
7081177630915836,60625 
7081177552419940,60625 
7081187559117579,60625 
7081167566420992,60625 
7081187562218174,60625 
7081187562222135,60625 
7081187558051555,60625 
7081177632210954,60625 
7081187560701874,60625 
7081177630263781,60625 
7081187560563688,60625 
7081177635590733,60625 
7081177632683119,60625 
7081177551986881,60625 
7081177632798081,60625 
7081177554249972,60625 
7081177563885808,60625 
7081187563211152,60625 
7081177635083630,60625 
7081177633551257,60625 
7081187558054807,60625 
7081177553811988,60625 
7081177550093333,60625 
7081187562312043,60625 
7081177563424681,60625 
7081177632848456,60625 
7081177635356606,60625 
7081187561791205,60625 
7081187562662116,60625 
7081215206055486,60625 
7081263450796140,60625 
7081243496920078,60625 
7081117095837943,60625 
7081324172151327,60625 
7081071278960859,60625 
7081284137012958,60625 
7081047594203612,60625 
7081017523898857,60625 
7081145632827739,60625 
7081157556652258,60625 
7081097518908739,60625 
7081047630325932,60625 
7081011643688645,60625 
7081097525251156,60625 
7081284399235834,60623 
7081023974504374,60622 
7081107631728870,60622 
7081032207655432,60622 
7081087523016586,60622 
7081095520896447,60622 
7081246486349216,60622 
7081077582676024,60622 
7081067531764559,60621 
7081067542089335,60621 
7081117551072928,60620 
7081197518514972,60620 
7081087606023590,60620 
7081127218557559,60620 
7081187595153661,60619 
7081243041536304,60619 
7081234085303644,60619 
7081085317878278,60618 
7081237473911548,60618 
7081315216827062,60618 
7081107627661150,60618 
7081067531683585,60618 
7081091499304067,60618 
7081316309435896,60618 
7081057533074305,60618 
7081236515998869,60618 
7081256554071469,60618 
7081327176607293,60618 
7081275040347333,60618 
7081097508871285,60618 
7081014029574090,60618 
7081172710848395,60618 
7081317375346959,60618 
7081103394406515,60617 
7081326033398450,60616 
7081027518715198,60616 
7081027548895093,60616 
7081324372833534,60616 
7081027533865192,60616 
7081087603007968,60616 
7081247238771921,60615 
7081085702211465,60615 
7081044921724113,60615 
7081087605830995,60615 
7081157611610812,60614 
7081226245638760,60614 
7081155854228292,60614 
7081046506240449,60614 
7081077561850921,60614 
7081087604846224,60614 
7081076925146026,60614 
7081037606753753,60614 
7081067586159218,60614 
7081243543849510,60613 
7081326762678056,60613 
7081224035907404,60613 
7081067570816336,60613 
7081027495063984,60613 
7081151758626756,60613 
7081077563302301,60613 
7081127554025088,60613 
7081261271616851,60612 
7081037593377988,60611 
7081047563948247,60611 
7081087588238182,60610 
7081056958417262,60610 
7081094960693042,60609 
7081127536173188,60609 
7081087571944143,60609 
7081167537728788,60609 
7081235546884353,60609 
7081037569046138,60608 
7081027552904716,60608 
7081315813883518,60608 
7081037580223815,60607 
7081064751130579,60607 
7081247393572346,60607 
7081107557643038,60606 
7081017492427399,60606 
7081107560961542,60606 
7081087603685342,60606 
7081157559656231,60606 
7081087605983331,60606 
7081087606591406,60606 
7081181162325562,60605 
7081327404581021,60605 
7081087607269275,60605 
7081127581583901,60604 
7081107561315748,60603 
7081017485459599,60602 
7081085246651853,60602 
7081127514056637,60601 
7081256428260876,60601 
7081145625706874,60601 
7081326658666256,60601 
7081032210852547,60601 
7081017534562799,60601 
7081057459364482,60601 
7081151353297383,60601 
7081067589941398,60586 
7081087604385538,60567 
7081291848462372,60565 
7081135428797337,60565 
7081143395387496,60565 
7081087605920796,60564 
7081087603624614,60564 
7081087608132704,60564 
7081256367180531,60564 
7081087605775752,60563 
7081227096860677,60563 
7081087533972257,60563 
7081087609583178,60563 
7081126664469301,60563 
7081134138878776,60563 
7081237332952212,60563 
7081141461318734,60563 
7081057520689255,60563 
7081077599749871,60563 
7081157554846084,60563 
7081067536918952,60563 
7081017497197625,60563 
7081087611770003,60563 
7081146455761609,60563 
7081157557900227,60563 
7081077545607058,60563 
7081157553350609,60563 
7081236388273507,60563 
7081051838014975,60561 
7081177567560647,60561 
7081217303719766,60561 
7081177565286443,60561 
7081167571874522,60561 
7081033351889215,60560 
7081274377461486,60559 
7081077617495648,60559 
7081246823303561,60559 
7081077619261980,60559 
7081077565269615,60559 
7081253530199423,60559 
7081017546240244,60555 
7081047611293232,60546 
7081011638104996,60546 
7081067589849765,60546 
7081107572115384,60546 
7081077560199544,60543 
7081150146718895,60543 
7081177606076183,60542 
7081177564605056,60542 
7081125978299818,60542 
7081177568685559,60542 
7081177569175444,60542 
7081236780877988,60540 
7081246729241089,60540 
7081077588442017,60540 
7081157551439081,60540 
7081057506394920,60534 
7081235265076090,60532 
7081284446743160,60532 
7081276067286487,60527 
7081235461527870,60527 
7081266524375593,60525 
7081067537546570,60525 
7081041987829729,60521 
7081080365466118,60521 
7081037600243371,60517 
7081177554274426,60517 
7081047633461635,60517 
7081044790589118,60517 
7081047586750612,60517 
7081216473808102,60517 
7081302488177566,60517 
7081102427837266,60516 
7081016445511275,60516 
7081043581995161,60515 
7081325290834389,60515 
7081200868737332,60515 
7081011981718228,60514 
7081246243234099,60513 
7081317064862571,60513 
7081147585423532,60510 
7081320721646189,60510 
7081057538661858,60510 
7081135398804733,60507 
7081167537879573,60505 
7081265529224210,60504 
7081315690020036,60504 
7081013238578942,60504 
7081030426944355,60504 
7081066173632439,60504 
7081291855001733,60504 
7081106830863496,60504 
7081326106877117,60504 
7081067573297385,60504 
7081256785174496,60504 
7081255471442779,60504 
7081107562489047,60504 
7081021812849332,60504 
7081067572129688,60504 
7081245515793188,60504 
7081245482375894,60504 
7081104928132833,60502 
7081086601294164,60502 
7081247168853806,60502 
7081166563333158,60502 
7081316715154388,60502 
7081077622691694,60502 
7081177557168849,60502 
7081071295233546,60502 
7081117559480636,60502 
7081157605873129,60502 
7081203566192875,60502 
7081047594857219,60502 
7081021665158492,60502 
7081077605033807,60502 
7081037602263906,60502 
7081167509218115,60502 
7081066747783247,60502 
7081316342701098,60490 
7081295332427106,60487 
7081043881706011,60481 
7081091140444882,60478 
7081173680157155,60477 
7081057509663933,60477 
7081135193353159,60477 
7081145636121642,60477 
7081072112775834,60477 
7081323905808443,60477 
7081042137675244,60475 
7081011447564372,60475 
7081087594280640,60473 
7081291780299469,60472 
7081213433512528,60471 
7081157520094595,60468 
7081122280280313,60468 
7081017528207765,60467 
7081326558162315,60465 
7081212205250713,60462 
7081067556898548,60462 
7081227255746683,60462 
7081176687164512,60462 
7081067585636323,60462 
7081093334260959,60461 
7081137593572842,60461 
7081224881180742,60461 
7081170910135530,60459 
7081242563370167,60459 
7081242562903232,60457 
7081050259173567,60457 
7081271503287611,60455 
7081034306813466,60455 
7081264736984112,60453 
7081020586820016,60453 
7081177560930540,60452 
7081325269868509,60452 
7081093694364391,60452 
7081030375189689,60452 
7081255357903209,60452 
7081124457743552,60452 
7081324160239282,60452 
7081101870909820,60451 
7081077561542023,60451 
7081177590867258,60451 
7081326977962097,60450 
7081225253170393,60450 
7081155328584882,60449 
7081033341397386,60449 
7081265318484793,60448 
7081317056767408,60446 
7081110460545357,60446 
7081091037257298,60445 
7081091057979730,60445 
7081194939324065,60441 
7081100420381076,60440 
7081167520963442,60440 
7081037623650222,60440 
7081125538772734,60440 
7081010035475835,60438 
7081120959077606,60438 
7081151495163006,60436 
7081217453379981,60436 
7081067603229523,60435 
7081107613209915,60435 
7081117623644845,60435 
7081284309083514,60435 
7081300380380668,60433 
7081020091153234,60431 
7081072068358692,60430 
7081091038499774,60430 
7081235668827974,60428 
7081226400811848,60426 
7081104774637331,60425 
7081246952097232,60417 
7081091080043355,60417 
7081127524734272,60417 
7081230667087225,60416 
7081173415410697,60415 
7081077547137963,60415 
7081243021937936,60411 
7081100163407005,60411 
7081224395620399,60409 
7081117604043306,60409 
7081167582687665,60409 
7081073424264335,60406 
7081236885846110,60406 
7081087604192009,60403 
7081020474940587,60402 
7081097520155402,60402 
7081137531040308,60402 
7081070824708481,60402 
7081097522517674,60321 
7081322706822405,60305 
7081064601904256,60305 
7081057531447164,60305 
7081027523246510,60304 
7081287184022275,60302 
7081126158699975,60302 
7081064602537733,60302 
7081265511203503,60202 
7081137572092762,60202 
7081316023574145,60202 
7081067529640258,60202 
7081067542718065,60201 
7081087536622032,60199 
7081246110600240,60195 
7081133997109992,60195 
7081032326092160,60195 
7081027509079059,60195 
7081115572952631,60195 
7081177551971537,60195 
