"","syw","state","startZip","endZip","miles","hours"
"177","7081145668130339","GA","30701 ","30328",64.5671884,1.05638888888889
"178","7081087573298456","GA","30701 ","30328",64.5671884,1.05638888888889
"179","7081146891062349","GA","30701 ","30328",64.5671884,1.05638888888889
"180","7081113626414302","GA","30701 ","30328",64.5671884,1.05638888888889
"181","7081284042143104","GA","30701 ","30328",64.5671884,1.05638888888889
"182","7081147497590089","GA","30701 ","30328",64.5671884,1.05638888888889
"183","7081146784187617","GA","30701 ","30328",64.5671884,1.05638888888889
"184","7081145722216249","GA","30701 ","30328",64.5671884,1.05638888888889
"185","7081146784230060","GA","30701 ","30328",64.5671884,1.05638888888889
"186","7081027506163112","GA","30701 ","30328",64.5671884,1.05638888888889
"187","7081104841261552","GA","30701 ","30328",64.5671884,1.05638888888889
"188","7081145668052301","GA","30701 ","30328",64.5671884,1.05638888888889
"189","7081066423271210","GA","30701 ","30328",64.5671884,1.05638888888889
"190","7081067561540150","GA","30701 ","30328",64.5671884,1.05638888888889
"191","7081033845005550","GA","30701 ","30328",64.5671884,1.05638888888889
"192","7081223784297462","GA","30701 ","30328",64.5671884,1.05638888888889
"193","7081047628206037","GA","30701 ","30328",64.5671884,1.05638888888889
"194","7081147497417259","GA","30701 ","30328",64.5671884,1.05638888888889
"195","7081135462061186","GA","30701 ","30328",64.5671884,1.05638888888889
"196","7081145664327814","GA","30701 ","30328",64.5671884,1.05638888888889
"197","7081223788209166","GA","30701 ","30328",64.5671884,1.05638888888889
"198","7081091425699226","GA","30701 ","30328",64.5671884,1.05638888888889
"199","7081104428323478","GA","30701 ","30328",64.5671884,1.05638888888889
"200","7081067578150035","GA","30701 ","30328",64.5671884,1.05638888888889
"201","7081197504103285","GA","30701 ","30328",64.5671884,1.05638888888889
"202","7081207454818699","GA","30701 ","30328",64.5671884,1.05638888888889
"203","7081197511842735","GA","30701 ","30328",64.5671884,1.05638888888889
"204","7081193919838839","GA","30701 ","30328",64.5671884,1.05638888888889
"205","7081077570601117","GA","30701 ","30328",64.5671884,1.05638888888889
"206","7081236231128312","GA","30701 ","30328",64.5671884,1.05638888888889
"207","7081137604564259","GA","30701 ","30328",64.5671884,1.05638888888889
"208","7081221850857045","GA","30701 ","30328",64.5671884,1.05638888888889
"209","7081193922415815","GA","30701 ","30328",64.5671884,1.05638888888889
"210","7081293771098819","GA","30701 ","30328",64.5671884,1.05638888888889
"211","7081081487880418","GA","30701 ","30328",64.5671884,1.05638888888889
"212","7081135464081083","GA","30701 ","30328",64.5671884,1.05638888888889
"213","7081294037590250","GA","30701 ","30328",64.5671884,1.05638888888889
"214","7081037583193759","GA","30701 ","30328",64.5671884,1.05638888888889
"215","7081207278574932","GA","30701 ","30328",64.5671884,1.05638888888889
"216","7081317304412500","GA","30701 ","30328",64.5671884,1.05638888888889
"217","7081284304506824","GA","30701 ","30328",64.5671884,1.05638888888889
"218","7081136868456483","GA","30701 ","30328",64.5671884,1.05638888888889
"219","7081052196385171","GA","30701 ","30328",64.5671884,1.05638888888889
"220","7081196000375215","GA","30701 ","30328",64.5671884,1.05638888888889
"221","7081034421258464","GA","30701 ","30328",64.5671884,1.05638888888889
"222","7081037618164569","GA","30701 ","30328",64.5671884,1.05638888888889
"223","7081157182518436","GA","30701 ","30328",64.5671884,1.05638888888889
"224","7081274360661894","GA","30701 ","30328",64.5671884,1.05638888888889
"225","7081265693536381","GA","30701 ","30328",64.5671884,1.05638888888889
"226","7081155332720753","GA","30701 ","30328",64.5671884,1.05638888888889
"227","7081293770823357","GA","30701 ","30328",64.5671884,1.05638888888889
"228","7081015557080293","GA","30701 ","30328",64.5671884,1.05638888888889
"229","7081320102637344","GA","30701 ","30328",64.5671884,1.05638888888889
"230","7081155333332913","GA","30701 ","30328",64.5671884,1.05638888888889
"231","7081113638861953","GA","30701 ","30328",64.5671884,1.05638888888889
"232","7081145941292989","GA","30701 ","30328",64.5671884,1.05638888888889
"233","7081137555889416","GA","30701 ","30328",64.5671884,1.05638888888889
"234","7081136426613732","GA","30701 ","30328",64.5671884,1.05638888888889
"235","7081145664325370","GA","30701 ","30328",64.5671884,1.05638888888889
"236","7081141868705616","GA","30701 ","30328",64.5671884,1.05638888888889
"237","7081030883647467","GA","30701 ","30328",64.5671884,1.05638888888889
"238","7081284106509679","GA","30677 ","30328",68.335358,1.30805555555556
"239","7081117617247522","GA","30677 ","30328",68.335358,1.30805555555556
"240","7081127523659918","GA","30677 ","30328",68.335358,1.30805555555556
"241","7081237248145968","GA","30677 ","30328",68.335358,1.30805555555556
"242","7081127521512788","GA","30677 ","30328",68.335358,1.30805555555556
"243","7081127524706692","GA","30677 ","30328",68.335358,1.30805555555556
"244","7081127523795712","GA","30676 ","30328",NA,NA
"245","7081037600191125","GA","30656 ","30328",49.7735186,0.954444444444444
"246","7081067547744082","GA","30642 ","30328",86.7555182,1.3475
"247","7081137610147503","GA","30629 ","30328",86.315567,1.59027777777778
"248","7081087594752770","GA","30620 ","30328",43.9317372,0.820833333333333
"249","7081127522715778","GA","30609 ","30328",67.2609574,1.20083333333333
"250","7081127523327599","GA","30606 ","30328",61.3930772,1.10888888888889
"251","7081127522765658","GA","30606 ","30328",61.3930772,1.10888888888889
"252","7081147612529277","GA","30606 ","30328",61.3930772,1.10888888888889
"253","7081117567970271","GA","30606 ","30328",61.3930772,1.10888888888889
"254","7081067610444412","GA","30605 ","30328",69.4874336,1.24944444444444
"255","7081097564961509","GA","30605 ","30328",69.4874336,1.24944444444444
"256","7081077625583427","GA","30605 ","30328",69.4874336,1.24944444444444
"257","7081067609112301","GA","30605 ","30328",69.4874336,1.24944444444444
"258","7081077601560936","GA","30605 ","30328",69.4874336,1.24944444444444
"259","7081087565837147","GA","30605 ","30328",69.4874336,1.24944444444444
"260","7081067610074631","GA","30605 ","30328",69.4874336,1.24944444444444
"261","7081077625608943","GA","30605 ","30328",69.4874336,1.24944444444444
"262","7081067610075075","GA","30605 ","30328",69.4874336,1.24944444444444
"263","7081067610036291","GA","30605 ","30328",69.4874336,1.24944444444444
"264","7081067609750076","GA","30605 ","30328",69.4874336,1.24944444444444
"265","7081047568833014","GA","30601 ","30328",67.9544398,1.23027777777778
"266","7081096569817575","GA","30601 ","30328",67.9544398,1.23027777777778
"267","7081010137628315","GA","30577 ","30328",88.5078662,1.43722222222222
"268","7081127523818688","GA","30569 ","30328",NA,NA
"269","7081183585586655","GA","30549 ","30328",56.8388366,0.940555555555556
"270","7081137543809583","GA","30548 ","30328",41.9078374,0.7075
"271","7081121419108486","GA","30536 ","30328",74.2405222,1.48
"272","7081265845501622","GA","30534 ","30328",45.79718,0.843888888888889
"273","7081114781889742","GA","30534 ","30328",45.79718,0.843888888888889
"274","7081307358016752","GA","30518 ","30328",33.9508104,0.637222222222222
"275","7081177577385506","GA","30518 ","30328",33.9508104,0.637222222222222
"276","7081087597077753","GA","30518 ","30328",33.9508104,0.637222222222222
"277","7081245645771492","GA","30512 ","30328",89.6847978,1.7925
"278","7081143335420738","GA","30501 ","30328",50.5328694,0.878611111111111
"279","7081173848857530","GA","30461 ","30328",232.1780318,3.57583333333333
"280","7081080639696383","GA","30461 ","30328",232.1780318,3.57583333333333
"281","7081053600168195","GA","30461 ","30328",232.1780318,3.57583333333333
"282","7081043475963853","GA","30461 ","30328",232.1780318,3.57583333333333
"283","7081122605546836","GA","30461 ","30328",232.1780318,3.57583333333333
"284","7081207347731521","GA","30458 ","30328",222.6749616,3.36027777777778
"285","7081053928317391","GA","30458 ","30328",222.6749616,3.36027777777778
"286","7081127513698728","GA","30458 ","30328",222.6749616,3.36027777777778
"287","7081087572413940","GA","30415 ","30328",234.9314552,3.54027777777778
"288","7081157568607969","GA","30407 ","30328",NA,NA
"289","7081127527603730","GA","30405 ","30328",NA,NA
"290","7081157558147901","GA","30401 ","30328",193.2143876,2.97888888888889
"291","7081167517848853","GA","30363 ","30328",15.1242546,0.323888888888889
"292","7081087590223222","GA","30360 ","30328",9.5558892,0.236388888888889
"293","7081087544862687","GA","30360 ","30328",9.5558892,0.236388888888889
"294","7081097520764286","GA","30360 ","30328",9.5558892,0.236388888888889
"295","7081067591038522","GA","30360 ","30328",9.5558892,0.236388888888889
"296","7081067574631012","GA","30360 ","30328",9.5558892,0.236388888888889
"297","7081097587103436","GA","30360 ","30328",9.5558892,0.236388888888889
"298","7081127525011548","GA","30359 ","30328",12.9785604,0.294166666666667
"299","7081235902076891","GA","30356 ","30328",3.8172602,0.175
"300","7081136051730785","GA","30354 ","30328",23.9350852,0.495555555555556
"301","7081136742786733","GA","30354 ","30328",23.9350852,0.495555555555556
"302","7081307336939141","GA","30350 ","30328",6.061757,0.216388888888889
"303","7081057513477130","GA","30350 ","30328",6.061757,0.216388888888889
"304","7081077546197893","GA","30350 ","30328",6.061757,0.216388888888889
"305","7081147629794963","GA","30350 ","30328",6.061757,0.216388888888889
"306","7081147628188571","GA","30350 ","30328",6.061757,0.216388888888889
"307","7081255396655992","GA","30350 ","30328",6.061757,0.216388888888889
"308","7081245785731710","GA","30349 ","30328",29.758846,0.53
"309","7081013851205666","GA","30349 ","30328",29.758846,0.53
"310","7081207102413034","GA","30349 ","30328",29.758846,0.53
"311","7081125774662730","GA","30349 ","30328",29.758846,0.53
"312","7081057545549047","GA","30345 ","30328",13.1475812,0.296388888888889
"313","7081293267338059","GA","30345 ","30328",13.1475812,0.296388888888889
"314","7081157597764567","GA","30345 ","30328",13.1475812,0.296388888888889
"315","7081037618181126","GA","30345 ","30328",13.1475812,0.296388888888889
"316","7081114296684380","GA","30344 ","30328",23.7492866,0.491944444444444
"317","7081075123649831","GA","30344 ","30328",23.7492866,0.491944444444444
"318","7081117625981120","GA","30340 ","30328",10.1487048,0.231111111111111
"319","7081097547279268","GA","30340 ","30328",10.1487048,0.231111111111111
"320","7081235008842899","GA","30339 ","30328",7.9526772,0.201666666666667
"321","7081316939617756","GA","30339 ","30328",7.9526772,0.201666666666667
"322","7081027537944779","GA","30339 ","30328",7.9526772,0.201666666666667
"323","7081316541062557","GA","30339 ","30328",7.9526772,0.201666666666667
"324","7081097585618567","GA","30339 ","30328",7.9526772,0.201666666666667
"325","7081067572130025","GA","30339 ","30328",7.9526772,0.201666666666667
"326","7081306918997543","GA","30339 ","30328",7.9526772,0.201666666666667
"327","7081137562140654","GA","30338 ","30328",4.4280964,0.203333333333333
"328","7081087574001529","GA","30338 ","30328",4.4280964,0.203333333333333
"329","7081067590101750","GA","30337 ","30328",25.6718982,0.530833333333333
"330","7081157551758407","GA","30332 ","30328",14.8415176,0.336111111111111
"331","7081097522149791","GA","30331 ","30328",25.4109102,0.5175
"332","7081117628070178","GA","30331 ","30328",25.4109102,0.5175
"333","7081165202191118","GA","30331 ","30328",25.4109102,0.5175
"334","7081130769906977","GA","30331 ","30328",25.4109102,0.5175
"335","7081165201682489","GA","30331 ","30328",25.4109102,0.5175
"336","7081316942013050","GA","30331 ","30328",25.4109102,0.5175
"337","7081074207790397","GA","30331 ","30328",25.4109102,0.5175
"338","7081221707386198","GA","30331 ","30328",25.4109102,0.5175
"339","7081044424513773","GA","30331 ","30328",25.4109102,0.5175
"340","7081137539344819","GA","30331 ","30328",25.4109102,0.5175
"341","7081037582331822","GA","30331 ","30328",25.4109102,0.5175
"342","7081103778956564","GA","30331 ","30328",25.4109102,0.5175
"343","7081223998235092","GA","30331 ","30328",25.4109102,0.5175
"344","7081137597553996","GA","30331 ","30328",25.4109102,0.5175
"345","7081226155557901","GA","30331 ","30328",25.4109102,0.5175
"346","7081071067936268","GA","30331 ","30328",25.4109102,0.5175
"347","7081090342282215","GA","30331 ","30328",25.4109102,0.5175
"348","7081097525179332","GA","30330 ","30328",NA,NA
"349","7081097520533152","GA","30330 ","30328",NA,NA
"350","7081097523348822","GA","30330 ","30328",NA,NA
"351","7081144281203607","GA","30329 ","30328",11.486579,0.263611111111111
"352","7081245382442927","GA","30328 ","30328",0,0
"353","7081067570020640","GA","30328 ","30328",0,0
"354","7081324389356347","GA","30328 ","30328",0,0
"355","7081037600777329","GA","30328 ","30328",0,0
"356","7081147625703190","GA","30328 ","30328",0,0
"357","7081147627881432","GA","30328 ","30328",0,0
"358","7081077569786804","GA","30328 ","30328",0,0
"359","7081097520719702","GA","30325 ","30328",11.6642994,0.245555555555556
"360","7081253414821324","GA","30324 ","30328",10.3966434,0.263888888888889
"361","7081044838915507","GA","30324 ","30328",10.3966434,0.263888888888889
"362","7081157632402264","GA","30324 ","30328",10.3966434,0.263888888888889
"363","7081077599455248","GA","30319 ","30328",6.2599836,0.243055555555556
"364","7081264891541038","GA","30319 ","30328",6.2599836,0.243055555555556
"365","7081035377045763","GA","30318 ","30328",15.2640696,0.356388888888889
"366","7081127508095310","GA","30318 ","30328",15.2640696,0.356388888888889
"367","7081067541082463","GA","30318 ","30328",15.2640696,0.356388888888889
"368","7081027525222618","GA","30318 ","30328",15.2640696,0.356388888888889
"369","7081067581815988","GA","30318 ","30328",15.2640696,0.356388888888889
"370","7081103248418054","GA","30318 ","30328",15.2640696,0.356388888888889
"371","7081325696416401","GA","30318 ","30328",15.2640696,0.356388888888889
"372","7081097520899793","GA","30315 ","30328",20.9828138,0.440277777777778
"373","7081097520894091","GA","30315 ","30328",20.9828138,0.440277777777778
"374","7081151957145863","GA","30315 ","30328",20.9828138,0.440277777777778
"375","7081077575781260","GA","30315 ","30328",20.9828138,0.440277777777778
"376","7081136202080015","GA","30315 ","30328",20.9828138,0.440277777777778
"377","7081031929441832","GA","30314 ","30328",16.5081124,0.396666666666667
"378","7081256250788234","GA","30314 ","30328",16.5081124,0.396666666666667
"379","7081135460321939","GA","30313 ","30328",14.8769374,0.328055555555556
"380","7081182229023059","GA","30312 ","30328",16.5938656,0.364444444444444
"381","7081254191746601","GA","30311 ","30328",21.5743866,0.445555555555556
"382","7081282499902865","GA","30311 ","30328",21.5743866,0.445555555555556
"383","7081167518813062","GA","30311 ","30328",21.5743866,0.445555555555556
"384","7081316709174863","GA","30311 ","30328",21.5743866,0.445555555555556
"385","7081016780293273","GA","30311 ","30328",21.5743866,0.445555555555556
"386","7081177582328947","GA","30311 ","30328",21.5743866,0.445555555555556
"387","7081194736356799","GA","30311 ","30328",21.5743866,0.445555555555556
"388","7081230469177281","GA","30310 ","30328",19.182618,0.407222222222222
"389","7081213816818880","GA","30310 ","30328",19.182618,0.407222222222222
"390","7081136584853021","GA","30310 ","30328",19.182618,0.407222222222222
"391","7081117604303759","GA","30308 ","30328",15.236728,0.337222222222222
"392","7081147581706617","GA","30308 ","30328",15.236728,0.337222222222222
"393","7081167544483104","GA","30308 ","30328",15.236728,0.337222222222222
"394","7081097521386873","GA","30305 ","30328",7.0410834,0.275
"395","7081167564673519","GA","30305 ","30328",7.0410834,0.275
"396","7081087605241656","GA","30303 ","30328",15.1758308,0.341111111111111
"397","7081067527928333","GA","30303 ","30328",15.1758308,0.341111111111111
"398","7081087568151470","GA","30303 ","30328",15.1758308,0.341111111111111
"399","7081087576960573","GA","30303 ","30328",15.1758308,0.341111111111111
"400","7081097586123468","GA","30303 ","30328",15.1758308,0.341111111111111
"401","7081047606285102","GA","30299 ","30328",NA,NA
"402","7081137565714778","GA","30294 ","30328",31.1172264,0.631111111111111
"403","7081217457731864","GA","30294 ","30328",31.1172264,0.631111111111111
"404","7081017556153980","GA","30294 ","30328",31.1172264,0.631111111111111
"405","7081077590575689","GA","30294 ","30328",31.1172264,0.631111111111111
"406","7081134821391954","GA","30291 ","30328",32.6986894,0.603611111111111
"407","7081286466737964","GA","30291 ","30328",32.6986894,0.603611111111111
"408","7081117615499430","GA","30281 ","30328",41.2646884,0.755277777777778
"409","7081097549198219","GA","30281 ","30328",41.2646884,0.755277777777778
"410","7081147608154080","GA","30281 ","30328",41.2646884,0.755277777777778
